Pipe ID,MATERIAL,DESCRIPTION,YEAR_INSTALLED,WORK_ORDER_NUMBER,ReportDate,StartDateT,CompletedD,Work Order Year,Request Type,FAILURE,Pipe AGE
P20241,M.J.,Distribution,1954,,,,,0, ,0,65
P20243,M.J.,Distribution,1954,,,,,0, ,0,65
P20245,M.J.,Distribution,1954,,,,,0, ,0,65
P20249,M.J.,Distribution,1954,,,,,0, ,0,65
P20352,M.J.,Distribution,1954,,,,,0, ,0,65
P20357,M.J.,Distribution,1954,,,,,0, ,0,65
P20359,M.J.,Distribution,1954,,,,,0, ,0,65
P20367,M.J.,Distribution,1954,,,,,0, ,0,65
P20368,M.J.,Distribution,1954,,,,,0, ,0,65
P20378,M.J.,Distribution,1954,,,,,0, ,0,65
P21700,M.J.,Distribution,1954,,,,,0, ,0,65
P29007,M.J.,Distribution,1954,,,,,0, ,0,65
P29119,M.J.,Distribution,1954,,,,,0, ,0,65
P3218,M.J.,Distribution,1954,,,,,0, ,0,65
P3219,M.J.,Distribution,1954,,,,,0, ,0,65
P3231,M.J.,Distribution,1954,,,,,0, ,0,65
P3238,M.J.,Distribution,1954,,,,,0, ,0,65
P27137,M.J.,Distribution,1954,,,,,0, ,0,65
P25370,M.J.,Distribution,1954,,,,,0, ,0,65
P25376,M.J.,Distribution,1954,,,,,0, ,0,65
P25385,M.J.,Distribution,1954,,,,,0, ,0,65
P27139,M.J.,Distribution,1954,,,,,0, ,0,65
P21694,M.J.,Distribution,1954,,,,,0, ,0,65
P21702,M.J.,Distribution,1954,,,,,0, ,0,65
P25372,M.J.,Distribution,1954,,,,,0, ,0,65
P25373,M.J.,Distribution,1954,,,,,0, ,0,65
P27127,M.J.,Distribution,1954,,,,,0, ,0,65
P27134,M.J.,Distribution,1954,,,,,0, ,0,65
P27135,M.J.,Distribution,1954,,,,,0, ,0,65
P27138,M.J.,Distribution,1954,,,,,0, ,0,65
P47517,M.J.,Transmission,1954,,,,,0, ,0,65
P52366,M.J.,Transmission,1954,,,,,0, ,0,65
P52466,M.J.,Distribution,1954,,,,,0, ,0,65
P52470,M.J.,Distribution,1954,,,,,0, ,0,65
P52606,M.J.,Distribution,1954,,,,,0, ,0,65
P52607,M.J.,Distribution,1954,,,,,0, ,0,65
P52611,M.J.,Distribution,1954,,,,,0, ,0,65
P37257,M.J.,Distribution,1954,,,,,0, ,0,65
P46745,M.J.,Distribution,1954,,,,,0, ,0,65
P46879,M.J.,Distribution,1954,,,,,0, ,0,65
P43617,M.J.,Distribution,1954,,,,,0, ,0,65
P43628,M.J.,Distribution,1954,,,,,0, ,0,65
P43629,M.J.,Distribution,1954,,,,,0, ,0,65
P43631,M.J.,Distribution,1954,,,,,0, ,0,65
P49544,M.J.,Distribution,1954,,,,,0, ,0,65
P37198,M.J.,Distribution,1954,,,,,0, ,0,65
P38032,M.J.,Distribution,1954,,,,,0, ,0,65
P38033,M.J.,Distribution,1954,,,,,0, ,0,65
P38036,M.J.,Distribution,1954,,,,,0, ,0,65
P46173,M.J.,Distribution,1954,,,,,0, ,0,65
P46174,M.J.,Distribution,1954,,,,,0, ,0,65
P38702,M.J.,Distribution,1954,,,,,0, ,0,65
P38716,M.J.,Distribution,1954,,,,,0, ,0,65
P54542,M.J.,Distribution,1954,,,,,0, ,0,65
P54544,M.J.,Distribution,1954,,,,,0, ,0,65
P54549,M.J.,Distribution,1954,,,,,0, ,0,65
P54653,M.J.,Distribution,1954,,,,,0, ,0,65
P37940,M.J.,Distribution,1954,,,,,0, ,0,65
P37941,M.J.,Distribution,1954,,,,,0, ,0,65
P51853,M.J.,Distribution,1954,,,,,0, ,0,65
P51854,M.J.,Distribution,1954,,,,,0, ,0,65
P44365,M.J.,Distribution,1954,,,,,0, ,0,65
P37299,M.J.,Distribution,1954,,,,,0, ,0,65
P37301,M.J.,Distribution,1954,,,,,0, ,0,65
P37304,M.J.,Distribution,1954,,,,,0, ,0,65
P37319,M.J.,Distribution,1954,,,,,0, ,0,65
P37324,M.J.,Distribution,1954,,,,,0, ,0,65
P37330,M.J.,Distribution,1954,,,,,0, ,0,65
P37331,M.J.,Distribution,1954,,,,,0, ,0,65
P37346,M.J.,Distribution,1954,,,,,0, ,0,65
P37358,M.J.,Distribution,1954,,,,,0, ,0,65
P37681,M.J.,Distribution,1954,,,,,0, ,0,65
P37684,M.J.,Distribution,1954,,,,,0, ,0,65
P37685,M.J.,Distribution,1954,,,,,0, ,0,65
P37686,M.J.,Distribution,1954,,,,,0, ,0,65
P37688,M.J.,Distribution,1954,,,,,0, ,0,65
P37690,M.J.,Distribution,1954,,,,,0, ,0,65
P37794,M.J.,Distribution,1954,,,,,0, ,0,65
P37795,M.J.,Distribution,1954,,,,,0, ,0,65
P43253,M.J.,Distribution,1954,,,,,0, ,0,65
P43255,M.J.,Distribution,1954,,,,,0, ,0,65
P43239,M.J.,Distribution,1954,,,,,0, ,0,65
P43242,M.J.,Distribution,1954,,,,,0, ,0,65
P43732,M.J.,Distribution,1954,,,,,0, ,0,65
P37194,M.J.,Distribution,1954,,,,,0, ,0,65
P37197,M.J.,Distribution,1954,,,,,0, ,0,65
P51105,M.J.,Distribution,1954,,,,,0, ,0,65
P51592,M.J.,Distribution,1954,,,,,0, ,0,65
P51597,M.J.,Distribution,1954,,,,,0, ,0,65
P45664,M.J.,Distribution,1954,,,,,0, ,0,65
P59113,M.J.,Distribution,1954,,,,,0, ,0,65
P59116,M.J.,Distribution,1954,,,,,0, ,0,65
P60882,M.J.,Distribution,1954,,,,,0, ,0,65
P60906,M.J.,Distribution,1954,,,,,0, ,0,65
P61023,M.J.,Distribution,1954,,,,,0, ,0,65
P44442,M.J.,Distribution,1954,,,,,0, ,0,65
P44444,M.J.,Distribution,1954,,,,,0, ,0,65
P45076,M.J.,Distribution,1954,,,,,0, ,0,65
P43235,M.J.,Distribution,1954,,,,,0, ,0,65
P43236,M.J.,Distribution,1954,,,,,0, ,0,65
P43238,M.J.,Distribution,1954,,,,,0, ,0,65
P43240,M.J.,Distribution,1954,,,,,0, ,0,65
P43241,M.J.,Distribution,1954,,,,,0, ,0,65
P43243,M.J.,Distribution,1954,,,,,0, ,0,65
P43736,M.J.,Distribution,1954,,,,,0, ,0,65
P44434,M.J.,Distribution,1954,,,,,0, ,0,65
P44435,M.J.,Distribution,1954,,,,,0, ,0,65
P44436,M.J.,Distribution,1954,,,,,0, ,0,65
P44439,M.J.,Distribution,1954,,,,,0, ,0,65
P53958,M.J.,Distribution,1954,,,,,0, ,0,65
P53961,M.J.,Distribution,1954,,,,,0, ,0,65
P53963,M.J.,Distribution,1954,,,,,0, ,0,65
P53964,M.J.,Distribution,1954,,,,,0, ,0,65
P53965,M.J.,Distribution,1954,,,,,0, ,0,65
P53970,M.J.,Distribution,1954,,,,,0, ,0,65
P46618,M.J.,Distribution,1954,,,,,0, ,0,65
P46757,M.J.,Distribution,1954,,,,,0, ,0,65
P46759,M.J.,Distribution,1954,,,,,0, ,0,65
P46763,M.J.,Distribution,1954,,,,,0, ,0,65
P46764,M.J.,Distribution,1954,,,,,0, ,0,65
P45677,M.J.,Distribution,1954,,,,,0, ,0,65
P45682,M.J.,Distribution,1954,,,,,0, ,0,65
P46011,M.J.,Distribution,1954,,,,,0, ,0,65
P46012,M.J.,Distribution,1954,,,,,0, ,0,65
P46367,M.J.,Distribution,1954,,,,,0, ,0,65
P46371,M.J.,Distribution,1954,,,,,0, ,0,65
P46401,M.J.,Distribution,1954,,,,,0, ,0,65
P46744,M.J.,Distribution,1954,,,,,0, ,0,65
P45660,M.J.,Distribution,1954,,,,,0, ,0,65
P46378,M.J.,Distribution,1954,,,,,0, ,0,65
P46381,M.J.,Distribution,1954,,,,,0, ,0,65
P46384,M.J.,Distribution,1954,,,,,0, ,0,65
P46386,M.J.,Distribution,1954,,,,,0, ,0,65
P48369,M.J.,Distribution,1954,,,,,0, ,0,65
P48371,M.J.,Distribution,1954,,,,,0, ,0,65
P48372,M.J.,Distribution,1954,,,,,0, ,0,65
P48374,M.J.,Distribution,1954,,,,,0, ,0,65
P48378,M.J.,Distribution,1954,,,,,0, ,0,65
P48391,M.J.,Distribution,1954,,,,,0, ,0,65
P48401,M.J.,Distribution,1954,,,,,0, ,0,65
P48405,M.J.,Distribution,1954,,,,,0, ,0,65
P48477,M.J.,Distribution,1954,,,,,0, ,0,65
P48483,M.J.,Distribution,1954,,,,,0, ,0,65
P48485,M.J.,Distribution,1954,,,,,0, ,0,65
P48487,M.J.,Distribution,1954,,,,,0, ,0,65
P48384,M.J.,Distribution,1954,,,,,0, ,0,65
P48273,M.J.,Distribution,1954,,,,,0, ,0,65
P38034,M.J.,Distribution,1954,,,,,0, ,0,65
P38039,M.J.,Distribution,1954,,,,,0, ,0,65
P51857,M.J.,Distribution,1954,,,,,0, ,0,65
P51859,M.J.,Distribution,1954,,,,,0, ,0,65
P56131,M.J.,Distribution,1954,,,,,0, ,0,65
P56133,M.J.,Distribution,1954,,,,,0, ,0,65
P54546,M.J.,Distribution,1954,,,,,0, ,0,65
P54548,M.J.,Distribution,1954,,,,,0, ,0,65
P56130,M.J.,Distribution,1954,,,,,0, ,0,65
P38701,M.J.,Distribution,1954,,,,,0, ,0,65
P38704,M.J.,Distribution,1954,,,,,0, ,0,65
P39082,M.J.,Distribution,1954,,,,,0, ,0,65
P39083,M.J.,Distribution,1954,,,,,0, ,0,65
P39084,M.J.,Distribution,1954,,,,,0, ,0,65
P51104,M.J.,Distribution,1954,,,,,0, ,0,65
P51855,M.J.,Distribution,1954,,,,,0, ,0,65
P51856,M.J.,Distribution,1954,,,,,0, ,0,65
P51860,M.J.,Distribution,1954,,,,,0, ,0,65
P51861,M.J.,Distribution,1954,,,,,0, ,0,65
P51863,M.J.,Distribution,1954,,,,,0, ,0,65
P51864,M.J.,Distribution,1954,,,,,0, ,0,65
P51866,M.J.,Distribution,1954,,,,,0, ,0,65
P51963,M.J.,Distribution,1954,,,,,0, ,0,65
P51965,M.J.,Distribution,1954,,,,,0, ,0,65
P39077,M.J.,Distribution,1954,,,,,0, ,0,65
P39079,M.J.,Distribution,1954,,,,,0, ,0,65
P40335,M.J.,Distribution,1954,,,,,0, ,0,65
P48500,M.J.,Distribution,1954,,,,,0, ,0,65
P48604,M.J.,Distribution,1954,,,,,0, ,0,65
P49012,M.J.,Distribution,1954,,,,,0, ,0,65
P49008,M.J.,Distribution,1954,,,,,0, ,0,65
P49018,M.J.,Distribution,1954,,,,,0, ,0,65
P37421,M.J.,Distribution,1954,,,,,0, ,0,65
P37432,M.J.,Distribution,1954,,,,,0, ,0,65
P37433,M.J.,Distribution,1954,,,,,0, ,0,65
P37434,M.J.,Distribution,1954,,,,,0, ,0,65
P39704,M.J.,Distribution,1954,,,,,0, ,0,65
P39705,M.J.,Distribution,1954,,,,,0, ,0,65
P39706,M.J.,Distribution,1954,,,,,0, ,0,65
P39708,M.J.,Distribution,1954,,,,,0, ,0,65
P39709,M.J.,Distribution,1954,,,,,0, ,0,65
P39713,M.J.,Distribution,1954,,,,,0, ,0,65
P39714,M.J.,Distribution,1954,,,,,0, ,0,65
P39715,M.J.,Distribution,1954,,,,,0, ,0,65
P39720,M.J.,Distribution,1954,,,,,0, ,0,65
P39721,M.J.,Distribution,1954,,,,,0, ,0,65
P39822,M.J.,Distribution,1954,,,,,0, ,0,65
P39824,M.J.,Distribution,1954,,,,,0, ,0,65
P39826,M.J.,Distribution,1954,,,,,0, ,0,65
P39828,M.J.,Distribution,1954,,,,,0, ,0,65
P39830,M.J.,Distribution,1954,,,,,0, ,0,65
P39834,M.J.,Distribution,1954,,,,,0, ,0,65
P39836,M.J.,Distribution,1954,,,,,0, ,0,65
P39838,M.J.,Distribution,1954,,,,,0, ,0,65
P43258,M.J.,Distribution,1954,,,,,0, ,0,65
P43259,M.J.,Distribution,1954,,,,,0, ,0,65
P43260,M.J.,Distribution,1954,,,,,0, ,0,65
P43261,M.J.,Distribution,1954,,,,,0, ,0,65
P43262,M.J.,Distribution,1954,,,,,0, ,0,65
P43271,M.J.,Distribution,1954,,,,,0, ,0,65
P43306,M.J.,Distribution,1954,,,,,0, ,0,65
P43311,M.J.,Transmission,1954,,,,,0, ,0,65
P43313,M.J.,Transmission,1954,,,,,0, ,0,65
P43341,M.J.,Distribution,1954,,,,,0, ,0,65
P43343,M.J.,Distribution,1954,,,,,0, ,0,65
P43886,M.J.,Distribution,1954,,,,,0, ,0,65
P43897,M.J.,Distribution,1954,,,,,0, ,0,65
P43900,M.J.,Distribution,1954,,,,,0, ,0,65
P43904,M.J.,Distribution,1954,,,,,0, ,0,65
P43906,M.J.,Distribution,1954,,,,,0, ,0,65
P43937,M.J.,Distribution,1954,,,,,0, ,0,65
P43941,M.J.,Distribution,1954,,,,,0, ,0,65
P44008,M.J.,Distribution,1954,,,,,0, ,0,65
P44038,M.J.,Distribution,1954,,,,,0, ,0,65
P44040,M.J.,Distribution,1954,,,,,0, ,0,65
P44043,M.J.,Distribution,1954,,,,,0, ,0,65
P44061,M.J.,Distribution,1954,,,,,0, ,0,65
P44080,M.J.,Distribution,1954,,,,,0, ,0,65
P44092,M.J.,Distribution,1954,,,,,0, ,0,65
P44093,M.J.,Distribution,1954,,,,,0, ,0,65
P44430,M.J.,Distribution,1954,,,,,0, ,0,65
P45349,M.J.,Distribution,1954,,,,,0, ,0,65
P45364,M.J.,Distribution,1954,,,,,0, ,0,65
P4612,M.J.,Distribution,1954,,,,,0, ,0,65
P4616,M.J.,Distribution,1954,,,,,0, ,0,65
P4618,M.J.,Distribution,1954,,,,,0, ,0,65
P47301,M.J.,Distribution,1954,,,,,0, ,0,65
P47302,M.J.,Distribution,1954,,,,,0, ,0,65
P47306,M.J.,Distribution,1954,,,,,0, ,0,65
P47311,M.J.,Transmission,1954,,,,,0, ,0,65
P47329,M.J.,Distribution,1954,,,,,0, ,0,65
P47330,M.J.,Distribution,1954,,,,,0, ,0,65
P47337,M.J.,Distribution,1954,,,,,0, ,0,65
P47408,M.J.,Transmission,1954,,,,,0, ,0,65
P47413,M.J.,Transmission,1954,,,,,0, ,0,65
P47435,M.J.,Transmission,1954,,,,,0, ,0,65
P47436,M.J.,Distribution,1954,,,,,0, ,0,65
P47438,M.J.,Distribution,1954,,,,,0, ,0,65
P47441,M.J.,Distribution,1954,,,,,0, ,0,65
P47442,M.J.,Transmission,1954,,,,,0, ,0,65
P47464,M.J.,Transmission,1954,,,,,0, ,0,65
P47465,M.J.,Transmission,1954,,,,,0, ,0,65
P47472,M.J.,Transmission,1954,,,,,0, ,0,65
P47474,M.J.,Transmission,1954,,,,,0, ,0,65
P47483,M.J.,Transmission,1954,,,,,0, ,0,65
P47495,M.J.,Distribution,1954,,,,,0, ,0,65
P47503,M.J.,Distribution,1954,,,,,0, ,0,65
P47518,M.J.,Transmission,1954,,,,,0, ,0,65
P47522,M.J.,Transmission,1954,,,,,0, ,0,65
P49889,M.J.,Transmission,1954,,,,,0, ,0,65
P49890,M.J.,Transmission,1954,,,,,0, ,0,65
P49891,M.J.,Transmission,1954,,,,,0, ,0,65
P49893,M.J.,Transmission,1954,,,,,0, ,0,65
P49894,M.J.,Transmission,1954,,,,,0, ,0,65
P49895,M.J.,Transmission,1954,,,,,0, ,0,65
P49896,M.J.,Transmission,1954,,,,,0, ,0,65
P49897,M.J.,Transmission,1954,,,,,0, ,0,65
P49898,M.J.,Transmission,1954,,,,,0, ,0,65
P49899,M.J.,Transmission,1954,,,,,0, ,0,65
P49902,M.J.,Transmission,1954,,,,,0, ,0,65
P49906,M.J.,Transmission,1954,,,,,0, ,0,65
P49907,M.J.,Transmission,1954,,,,,0, ,0,65
P49908,M.J.,Transmission,1954,,,,,0, ,0,65
P49909,M.J.,Transmission,1954,,,,,0, ,0,65
P49910,M.J.,Transmission,1954,,,,,0, ,0,65
P49912,M.J.,Transmission,1954,,,,,0, ,0,65
P49913,M.J.,Transmission,1954,,,,,0, ,0,65
P49914,M.J.,Transmission,1954,,,,,0, ,0,65
P49915,M.J.,Transmission,1954,,,,,0, ,0,65
P49916,M.J.,Transmission,1954,,,,,0, ,0,65
P49917,M.J.,Transmission,1954,,,,,0, ,0,65
P500,M.J.,Transmission,1954,,,,,0, ,0,65
P50004,M.J.,Transmission,1954,,,,,0, ,0,65
P50005,M.J.,Transmission,1954,,,,,0, ,0,65
P50008,M.J.,Transmission,1954,,,,,0, ,0,65
P50009,M.J.,Transmission,1954,,,,,0, ,0,65
P50013,M.J.,Transmission,1954,,,,,0, ,0,65
P50015,M.J.,Transmission,1954,,,,,0, ,0,65
P50016,M.J.,Transmission,1954,,,,,0, ,0,65
P50017,M.J.,Transmission,1954,,,,,0, ,0,65
P50018,M.J.,Transmission,1954,,,,,0, ,0,65
P50019,M.J.,Transmission,1954,,,,,0, ,0,65
P50020,M.J.,Transmission,1954,,,,,0, ,0,65
P50021,M.J.,Transmission,1954,,,,,0, ,0,65
P50022,M.J.,Transmission,1954,,,,,0, ,0,65
P50023,M.J.,Transmission,1954,,,,,0, ,0,65
P50024,M.J.,Transmission,1954,,,,,0, ,0,65
P50025,M.J.,Transmission,1954,,,,,0, ,0,65
P50026,M.J.,Transmission,1954,,,,,0, ,0,65
P50028,M.J.,Transmission,1954,,,,,0, ,0,65
P50029,M.J.,Transmission,1954,,,,,0, ,0,65
P50030,M.J.,Transmission,1954,,,,,0, ,0,65
P50031,M.J.,Transmission,1954,,,,,0, ,0,65
P50032,M.J.,Transmission,1954,,,,,0, ,0,65
P50033,M.J.,Transmission,1954,,,,,0, ,0,65
P50034,M.J.,Transmission,1954,,,,,0, ,0,65
P50035,M.J.,Transmission,1954,,,,,0, ,0,65
P50036,M.J.,Transmission,1954,,,,,0, ,0,65
P50037,M.J.,Transmission,1954,,,,,0, ,0,65
P50040,M.J.,Transmission,1954,,,,,0, ,0,65
P50042,M.J.,Transmission,1954,,,,,0, ,0,65
P50043,M.J.,Transmission,1954,,,,,0, ,0,65
P501,M.J.,Transmission,1954,,,,,0, ,0,65
P50139,M.J.,Transmission,1954,,,,,0, ,0,65
P50141,M.J.,Transmission,1954,,,,,0, ,0,65
P50142,M.J.,Transmission,1954,,,,,0, ,0,65
P50145,M.J.,Distribution,1954,,,,,0, ,0,65
P50146,M.J.,Transmission,1954,,,,,0, ,0,65
P50148,M.J.,Distribution,1954,,,,,0, ,0,65
P50154,M.J.,Transmission,1954,,,,,0, ,0,65
P50156,M.J.,Distribution,1954,,,,,0, ,0,65
P50157,M.J.,Distribution,1954,,,,,0, ,0,65
P50161,M.J.,Transmission,1954,,,,,0, ,0,65
P50264,M.J.,Distribution,1954,,,,,0, ,0,65
P50270,M.J.,Distribution,1954,,,,,0, ,0,65
P50271,M.J.,Distribution,1954,,,,,0, ,0,65
P50272,M.J.,Distribution,1954,,,,,0, ,0,65
P50273,M.J.,Distribution,1954,,,,,0, ,0,65
P50277,M.J.,Distribution,1954,,,,,0, ,0,65
P50293,M.J.,Distribution,1954,,,,,0, ,0,65
P503,M.J.,Transmission,1954,,,,,0, ,0,65
P50389,M.J.,Distribution,1954,,,,,0, ,0,65
P50390,M.J.,Distribution,1954,,,,,0, ,0,65
P506,M.J.,Transmission,1954,,,,,0, ,0,65
P50636,M.J.,Distribution,1954,,,,,0, ,0,65
P50637,M.J.,Distribution,1954,,,,,0, ,0,65
P50665,M.J.,Distribution,1954,,,,,0, ,0,65
P50733,M.J.,Distribution,1954,,,,,0, ,0,65
P50734,M.J.,Distribution,1954,,,,,0, ,0,65
P50736,M.J.,Distribution,1954,,,,,0, ,0,65
P50911,M.J.,Distribution,1954,,,,,0, ,0,65
P51017,M.J.,Distribution,1954,,,,,0, ,0,65
P52351,M.J.,Transmission,1954,,,,,0, ,0,65
P52467,M.J.,Distribution,1954,,,,,0, ,0,65
P53800,M.J.,Transmission,1954,,,,,0, ,0,65
P53801,M.J.,Transmission,1954,,,,,0, ,0,65
P53802,M.J.,Transmission,1954,,,,,0, ,0,65
P53804,M.J.,Transmission,1954,,,,,0, ,0,65
P53808,M.J.,Transmission,1954,,,,,0, ,0,65
P53811,M.J.,Distribution,1954,,,,,0, ,0,65
P53918,M.J.,Transmission,1954,,,,,0, ,0,65
P54049,M.J.,Distribution,1954,,,,,0, ,0,65
P54050,M.J.,Distribution,1954,,,,,0, ,0,65
P54051,M.J.,Distribution,1954,,,,,0, ,0,65
P54052,M.J.,Distribution,1954,,,,,0, ,0,65
P54053,M.J.,Distribution,1954,,,,,0, ,0,65
P54063,M.J.,Distribution,1954,,,,,0, ,0,65
P54064,M.J.,Distribution,1954,,,,,0, ,0,65
P54267,M.J.,Distribution,1954,,,,,0, ,0,65
P54587,M.J.,Distribution,1954,,,,,0, ,0,65
P54590,M.J.,Distribution,1954,,,,,0, ,0,65
P54594,M.J.,Distribution,1954,,,,,0, ,0,65
P54854,M.J.,Distribution,1954,,,,,0, ,0,65
P54856,M.J.,Distribution,1954,,,,,0, ,0,65
P54869,M.J.,Distribution,1954,,,,,0, ,0,65
P55752,M.J.,Distribution,1954,,,,,0, ,0,65
P55756,M.J.,Distribution,1954,,,,,0, ,0,65
P55873,M.J.,Transmission,1954,,,,,0, ,0,65
P55878,M.J.,Transmission,1954,,,,,0, ,0,65
P55880,M.J.,Transmission,1954,,,,,0, ,0,65
P56197,M.J.,Transmission,1954,,,,,0, ,0,65
P56200,M.J.,Transmission,1954,,,,,0, ,0,65
P56201,M.J.,Transmission,1954,,,,,0, ,0,65
P56202,M.J.,Transmission,1954,,,,,0, ,0,65
P56203,M.J.,Transmission,1954,,,,,0, ,0,65
P56205,M.J.,Transmission,1954,,,,,0, ,0,65
P56206,M.J.,Transmission,1954,,,,,0, ,0,65
P56207,M.J.,Transmission,1954,,,,,0, ,0,65
P56208,M.J.,Transmission,1954,,,,,0, ,0,65
P56209,M.J.,Transmission,1954,,,,,0, ,0,65
P56220,M.J.,Transmission,1954,,,,,0, ,0,65
P56221,M.J.,Transmission,1954,,,,,0, ,0,65
P56222,M.J.,Transmission,1954,,,,,0, ,0,65
P56223,M.J.,Transmission,1954,,,,,0, ,0,65
P56431,M.J.,Distribution,1954,,,,,0, ,0,65
P56440,M.J.,Distribution,1954,,,,,0, ,0,65
P56573,M.J.,Distribution,1954,,,,,0, ,0,65
P56837,M.J.,Distribution,1954,,,,,0, ,0,65
P56941,M.J.,Distribution,1954,,,,,0, ,0,65
P58451,M.J.,Distribution,1954,,,,,0, ,0,65
P58456,M.J.,Distribution,1954,,,,,0, ,0,65
P58457,M.J.,Distribution,1954,,,,,0, ,0,65
P58458,M.J.,Distribution,1954,,,,,0, ,0,65
P58460,M.J.,Distribution,1954,,,,,0, ,0,65
P58461,M.J.,Distribution,1954,,,,,0, ,0,65
P58462,M.J.,Distribution,1954,,,,,0, ,0,65
P58465,M.J.,Distribution,1954,,,,,0, ,0,65
P58466,M.J.,Distribution,1954,,,,,0, ,0,65
P58467,M.J.,Distribution,1954,,,,,0, ,0,65
P58568,M.J.,Distribution,1954,,,,,0, ,0,65
P58575,M.J.,Distribution,1954,,,,,0, ,0,65
P589,M.J.,Transmission,1954,,,,,0, ,0,65
P60257,M.J.,Distribution,1954,,,,,0, ,0,65
P60258,M.J.,Distribution,1954,,,,,0, ,0,65
P60262,M.J.,Distribution,1954,,,,,0, ,0,65
P60266,M.J.,Distribution,1954,,,,,0, ,0,65
P60270,M.J.,Distribution,1954,,,,,0, ,0,65
P60271,M.J.,Distribution,1954,,,,,0, ,0,65
P603,M.J.,Transmission,1954,,,,,0, ,0,65
P604,M.J.,Transmission,1954,,,,,0, ,0,65
P60664,M.J.,Distribution,1954,,,,,0, ,0,65
P60670,M.J.,Distribution,1954,,,,,0, ,0,65
P60912,M.J.,Distribution,1954,,,,,0, ,0,65
P60913,M.J.,Distribution,1954,,,,,0, ,0,65
P60921,M.J.,Distribution,1954,,,,,0, ,0,65
P60926,M.J.,Distribution,1954,,,,,0, ,0,65
P61295,M.J.,Distribution,1954,,,,,0, ,0,65
P61296,M.J.,Distribution,1954,,,,,0, ,0,65
P61297,M.J.,Distribution,1954,,,,,0, ,0,65
P61836,M.J.,Distribution,1954,,,,,0, ,0,65
P61976,M.J.,Distribution,1954,,,,,0, ,0,65
P61977,M.J.,Distribution,1954,,,,,0, ,0,65
P46009,M.J.,Distribution,1954,,,,,0, ,0,65
P46017,M.J.,Distribution,1954,,,,,0, ,0,65
P44079,M.J.,Distribution,1954,,,,,0, ,0,65
P49612,M.J.,Distribution,1954,,,,,0, ,0,65
P61009,M.J.,Distribution,1954,,,,,0, ,0,65
P37311,M.J.,Distribution,1954,,,,,0, ,0,65
P37677,M.J.,Distribution,1954,,,,,0, ,0,65
P37679,M.J.,Distribution,1954,,,,,0, ,0,65
P49009,M.J.,Distribution,1954,,,,,0, ,0,65
P38413,M.J.,Distribution,1954,,,,,0, ,0,65
P38416,M.J.,Distribution,1954,,,,,0, ,0,65
P38418,M.J.,Distribution,1954,,,,,0, ,0,65
P38515,M.J.,Distribution,1954,,,,,0, ,0,65
P39406,M.J.,Distribution,1954,,,,,0, ,0,65
P39407,M.J.,Distribution,1954,,,,,0, ,0,65
P45636,M.J.,Distribution,1954,,,,,0, ,0,65
P44195,M.J.,Distribution,1954,,,,,0, ,0,65
P48274,M.J.,Distribution,1954,,,,,0, ,0,65
P48275,M.J.,Distribution,1954,,,,,0, ,0,65
P48279,M.J.,Distribution,1954,,,,,0, ,0,65
P48388,M.J.,Distribution,1954,,,,,0, ,0,65
P48262,M.J.,Distribution,1954,,,,,0, ,0,65
P49449,M.J.,Distribution,1954,,,,,0, ,0,65
P49457,M.J.,Distribution,1954,,,,,0, ,0,65
P42931,M.J.,Distribution,1954,,,,,0, ,0,65
P37861,M.J.,Distribution,1954,,,,,0, ,0,65
P37862,M.J.,Distribution,1954,,,,,0, ,0,65
P37867,M.J.,Distribution,1954,,,,,0, ,0,65
P37872,M.J.,Distribution,1954,,,,,0, ,0,65
P37881,M.J.,Distribution,1954,,,,,0, ,0,65
P37997,M.J.,Distribution,1954,,,,,0, ,0,65
P38932,M.J.,Distribution,1954,,,,,0, ,0,65
P61834,M.J.,Distribution,1954,,,,,0, ,0,65
P38055,M.J.,Distribution,1954,,,,,0, ,0,65
P38057,M.J.,Distribution,1954,,,,,0, ,0,65
P38510,M.J.,Distribution,1954,,,,,0, ,0,65
P38511,M.J.,Distribution,1954,,,,,0, ,0,65
P46651,M.J.,Distribution,1954,,,,,0, ,0,65
P46746,M.J.,Distribution,1954,,,,,0, ,0,65
P46753,M.J.,Distribution,1954,,,,,0, ,0,65
P46754,M.J.,Distribution,1954,,,,,0, ,0,65
P39719,M.J.,Distribution,1954,,,,,0, ,0,65
P44044,M.J.,Distribution,1954,,,,,0, ,0,65
P44047,M.J.,Distribution,1954,,,,,0, ,0,65
P44053,M.J.,Distribution,1954,,,,,0, ,0,65
P44054,M.J.,Distribution,1954,,,,,0, ,0,65
P44063,M.J.,Distribution,1954,,,,,0, ,0,65
P44069,M.J.,Distribution,1954,,,,,0, ,0,65
P61961,M.J.,Distribution,1954,,,,,0, ,0,65
P61975,M.J.,Distribution,1954,,,,,0, ,0,65
P54591,M.J.,Distribution,1954,,,,,0, ,0,65
P54592,M.J.,Distribution,1954,,,,,0, ,0,65
P40073,M.J.,Distribution,1954,,,,,0, ,0,65
P48026,M.J.,Distribution,1954,,,,,0, ,0,65
P48029,M.J.,Distribution,1954,,,,,0, ,0,65
P48128,M.J.,Distribution,1954,,,,,0, ,0,65
P48140,M.J.,Distribution,1954,,,,,0, ,0,65
P45599,M.J.,Distribution,1954,,,,,0, ,0,65
P45888,M.J.,Distribution,1954,,,,,0, ,0,65
P45890,M.J.,Distribution,1954,,,,,0, ,0,65
